,question,answer
26212,떡볶이 어린이가 먹어도 안 맵나요?,아니요 신라면보다 더 맵습니다
26227,떡볶이 1인분을 포장할 수 있나요?,아니요 떡볶이는 2인분부터 포장됩니다
26285,딸기 셔벗 되나요?,아니요 계절 메뉴라 지금은 불가능해요
26287,딴 애들 시간 피해가지고 오면 되네요?,아뇨 개인별 시간이 다 다르기 때문에 상관없습니다
26327,따뜻한 아메리카노로 드릴까요?,아니요 아이스로 주세요
26393,따뜻한 걸로 드릴까요?,아뇨 아이스로 해주세요
26394,따뜻한 걸로 드릴까요?,아니요 아이스로 주세요
26395,따뜻한 걸로 드릴까요?,아니요 아이스로 주세요
26410,따뜻한 거 맞으세요?,아니오 아이스로 주세요
26411,따뜻한 거 맞으세요?,아니요 시원한거요
26433,따듯한 라테로 준비해 드릴까요?,아니요 시원한 걸로 주세요
26473,디자인에 따라 수선 안되는 옷이 있나요?,수선이 안 되는 건 아니고 수선 종류에 따라 가격 차이가 나요
26505,등본 같은 거는 이런 거는 필요 없는 갑지요,아 두 분 다 같이 방문하시면 서류가 필요 없구요 만약에 차를 주시는 분이 방문을 못 하시게 되면은 등록은 아니구요 인감증명서가 필요한 겁니다. 자동차매도용으로 발급받으셔야 됩니다.
26545,드시고 가십니까?,아니요 가지고 갑니다
26559,드시고 가시는 거세요?,아니요
26573,드시고 가시나요?,아뇨 가지고 갈게요
26575,드시고 가시나요?,아니요 가져갈게요
26577,드시고 가시나요?,아니요 테이크 아웃 잔에 주세요
26578,드시고 가시나요?,아니요 테이크아웃이요
26579,드시고 가시나요?,아니요 테이크아웃하겠습니다
26580,드시고 가시나요?,아니요 테이크아웃할게요
26587,드시고 가시나요,아니요 캐리어에 담아주세요
26600,드시고 가세요?,아뇨 테이크아웃이요
26601,드시고 가세요?,아뇨 테이크아웃이요
26602,드시고 가세요?,아뇨 테이크아웃이요
26603,드시고 가세요?,아니요 가지고 갈게요
26604,드시고 가세요?,아니요 마시고가려고요
26605,드시고 가세요?,아니요 포장이요
26606,드시고 가세요?,아니요 포장해주세요
26609,드시고 가세요 ?,아뇨 테이크아웃이요
26662,둘 다 따뜻한 거 맞으세요?,아니요 아메리카노는 아이스로 주세요
26679,두부는 직접 만드세요?,아뇨
26708,두 병 사면 할인되나요?,아니요 할인은 안됩니다
26722,두 명 가격인가요?,아니요 한 사람당 5천 원이에요
26725,두 달에 삼십만원이라고 하셨죠?,"아니요 두 달에 십만원, 이십만원이요"
26769,동향하고 남향 가격차이가 많이 나나봐요?,꼭 그런 건 아니에요
26784,동생도 있나요?,아뇨
26815,돈코츠 라멘이 돈가스 들어가는 거예요?,아니요 돼지 우린 육수에요 진한거 좋아하시면 돈코츠랑 미소라멘 많이 찾으세요
26832,돈가스 판매하나요?,아니요 판매하지 않습니다
26932,더치 아메리카노는 아이스만 되죠?,아뇨 따뜻한 것도 됩니다
27085,대구에서 가장 가까운 데가 어데죠.,대구에는 수성구 만촌동쪽에 차량등록사업소나 아니면 성서 이곡동 쪽에 성서 경찰서 뒤편에 차량등록사업소 서부분소가 있는데 그쪽으로 방문하시면 되세요
27091,대구면옥이 체인점이에요?,아닙니다
27099,대구 수성구 만촌 삼동인데요 오늘 단수에요,아 선생님 관련해서 저희도 문의가 많아서 확인을 해봤는데 너무 안타깝게도 해당 만촌동하고 범어동이 지금 현재 단수이고 경동초등학교 근교에 도로 누수가 있어서 갑작스럽게 공사를 진행하고 있다고 합니다. 그래서 복구 되는데는 한 대략 두 시간 정도 소요가 된다고 하니까 조금만 양해 부탁드리겠습니다.
27105,대 다이로 드릴까요?,아뇨 중 다이면 충분합니다
27186,담백한 걸로 부탁드려요,담백한 걸로 하시면은 돈코츠나 아니면 미소가 좀 더 나을 거 같긴 한데요
27201,달서사업소에서 업무하고 있는데요 실례지만 계량기 숫자는 보셨습니까?,아니오 못봤는데
27219,단품 가격인가요?,아니요 세트 가격입니다
27235,단체 수업하나요?,아뇨 개인으로 합니다
27252,단무지는 셀프라요?,아니오 갖다 드릴게요
27297,단 맛은 안나는건가요?,심하게 짠 건 아니고 달면서 짜요
27320,다음 주되면 또 들어오나요?,아니요
27363,다른 태권도장하고 비교해서 특별한 거 그런 건 없죠?,저희는 한 가지 종목만 하는 게 아니라 합기도와 학교 체육 줄넘기까지 겸해서 진행되요
27429,다른 매장가서 교환되나요?,"아니요, 구매한 매장에서만 가능합니다. "
27434,다른 데보다 여기 사이즈가 좀 더 커요? ,기본적으로 레귤러는 두 분 아니면 세 분까지는 드실 수 있고요 라지는 3~4인용입니다
27480,다 컷팅 된거죠?,아니요 저희가 지금 바빠서 잘라 드리지를 못해서 커팅칼 넣어놨습니다
27545,누수가 된다고 누수탐사를 받으셨어요,아니요 받지는 않했어요
27693,"네, 적립 쿠폰 하나 만들어 드릴까요?",아니요 다음에 해주세요
27712,"네, 예약하셨나요?","아니요, 안 했습니다"
27728,"네, 어린이 동반한 4인인가요?",아니요 성인 4인이요
27804,"네, 누가 들어오실건데요?",제가 살 게 아니고 우리 애가 들어올 거에요
27877,네 혹시 쿠폰 있으신가요?,아뇨 만들어주세요
27891,네 혹시 이제 장애인이십니까?,아니요 없어요.
27900,네 혹시 양도는  양수인 혹시 모두 다 방문이 가능합니까?,아니요 저 양도인은 방문이 어려워요 저는 가기 어렵고 저는 대전에 대전에 살기 때문에
27914,네 혹시 기장에 따라서 펌 비용이 달라지나요?,아뇨 저희는 기장 추가 없고 파마는 8만 원입니다
27916,네 혹시 그 등록하시는 유공자 등급 가지고 있습니까?,아니요
27925,네 현재 그 방문자에 따라 서류가 달라집니다만 양수인 양도인 함께 방문 가능하신가요,아니요. 완전히 다른 사람이 갈려고 하는데요
27927,네 현금으로 하시겠어요?,아니요 카드로 결제할게요
27961,네 포인트 적립하시나요,아니요 기프티콘으로 결제할게요
27963,네 포인트 적립도 하실 건가요?,아뇨 필요 없어요
27980,네 쿠폰 있으세요?,아니요 하나 만들어주세요
27983,네 콜라는 따로 주문해야 하나요?,아니요 서비스로 같이 나갑니다
28033,네 차주께서 오실 수 있으신 겁니까?,차주는 아니고 대리인이 갈꺼 거든요
28071,네 차량은 개인 단독으로 되어있는 차량 맞습니까,아니요 단독은 아니구요 어머니랑 같이 반반으로 되어있는걸로 알고 있거든요
28172,네 중고차 이전이시구요,아니 중고차 이전이 아니구
28191,네 제작년도가 이천십사년식 맞으시고요,아니 이천십년식요
28229,네 저희 꺼 적립카드 있으세요?,아니오 하나 만들어주세요
28276,네 자동차등록사업소 방문 가능한 거 맞구요 다만 차량 이제 번호판 혹시 뭐 일이삼에서 삼오육으로 번호 자체를 변경하는 거세요,아니아니요
28310,네 이번에 나온 신상인데 한번 보시겠어요?,아니요 저는 롱패딩이 아니라 짧은 것을 입고 싶어요
28312,네 이따 왁스도 발라 드릴까요?,아니에요 그냥 에센스만 발라주세요
28381,네 영수증 챙겨드릴까요?,아니오 괜찮습니다
28464,네 어린이 추천 메뉴는 양이 적은 거죠?,아니요 똑같아요
28539,네 아이스로 드릴까요?,아니요 따뜻하게 부탁드릴게요
28583,네 시럽 넣어드릴까요?,아니요 시럽 없이 해주세요
28584,네 시럽 넣어드릴까요?,아니요 시럽은 빼주세요
28605,네 수고하십니다 저 죄송하지만 배달은 2인분 이상 가능하죠?,주문 단위가 인분이 아니고 저희는 한 마리요
28643,네 선생님 할 수 있는 방법 있는데요 현재 차주님이신가요 쌤님,아니요. 집사람 차주로 했는데 저도 같이 공동명의를 좀 할려면은 어떻게
28681,네 선생님 일단 네 기본적으로요 설명을 해드리려면 명의변경 네 하는데 그 매매금액이 따로 있습니까 선생님 두분가에,아니요 매매금액은 따로 없습니다
28831,네 뭐 해당 자녀가 미성년자는 아니시구요,아뇨 지금 스물여덟
28844,네 모하비 오인승 세금 면제됩니까? 대구,그러면은 보통은 이제 그 선생님께서 영업용이 아니라 비사업용으로 이천씨씨 미만이라고 이제 모하비가 되어 있다면은 이게 이제 채권이 면제가 가능하구요 올해까지는 내년 같은 경우는 어떻게 될지 모르겠지만 올해는 선생님 신규등록을 하게 되면은 이 모하비 알브이 차량으로 기재가 되어 있다면 면제가 가능합니다.
28887,네 머 하나 물어볼려구요 자동차 등록원부를 뗄라그러면은 본인이 가야됩니까,그러시면 차주분 아니시더라도 대리인이 나오셔서도 신청하실 수 있는데요
28905,네 막도장 네 네 네 가능하고요 그러면 해당되는 차량 운행하셔서 방문을 하실 겁니까?,아니요
28914,네 뜨거운 물 같이 준비해드릴까요?,아뇨 뜨거운 물 놔두고 아이스아메리카노만 주세요
28921,네 따로 찾으시는 선생님 계시나요,아뇨 처음 방문입니다
28927,네 드시고 가실 건가요?,아니요 테이크 아웃이요
28929,네 드시고 가시는 건가요?,아뇨 테이크아웃이요
28934,네 드시고 가시나요?,아니요 테이크아웃 할게요
28935,네 드시고 가시나요?,아니요 테이크아웃이요
28936,네 드시고 가시나요?,아니요 포장해주세요
28962,네 다 세트로 해야 되나요?,아니요 단품도 가능합니다
29017,네 그리고 차 받으시는 분의 주민등록상 주소지가 대구로 되어 있습니까?,아니 양산으로 돼 있을 것인데
29019,네 그리고 지금 차주분 서류는 이렇게 확인이 되고 되고 그 차 공동명의 하신다 하셨으니까 지금 차 그 이전 그 수 지분율 받으실 분께서는 방문해 주시는 건가요,아뇨 아뇨 같이 못 가면 어떻게 돼요 제가 다 하면 안 될까요
29020,네 그리고 제로 페이 가능한가요?,죄송합니다만 저희 매장은 제로 페이 가맹점이 아닙니다
29026,네 그리고 스파게티 쿠폰 3장 있는데 다 쓸 수 있나요?,아니요 쿠폰은 주문 당 한 장만 쓸 수 있습니다
29068,네 그럼 아버님 혹시 다른 형제 자매 분은 계시는가요,아뇨 아뇨 저 혼자에요
29113,네 그러세요 뭐 번호판 훼손되신거예요 아님 분실하신 거세요,아니 초록색인데 하얀색 긴걸로 바꾸고 싶은 데
29130,네 그러면 이제 어제까지 계량기 숫자 확인하셨어요,아니 못했어요
29170,네 그 쪽 그 양 지금 양도인께서 방문을 못하시는 겁니까?,아뇨 양도 양수인 다 같이 가지 싶은데요
29185,네 그 서식 그 명칭은 자가용 화물,자가용이 아니고요 영업용인데
29214,네 고렇게 내방하시면 되는데 공동 명의를 하시거나 장애인분이십니까?,아니요
29215,네 고객님이 입으시면 좀 달라붙는데 완전히 헐렁한 거 찾으세요?,헐렁한 거는 아니더라도 덜 달라붙는 거
29256,네 감사합니다. 네 현재 차주분이십니까?,아닙니다.
29294,네  찾으시는 선생님 계시나요?,아니요 처음 왔어요
29316,너무 오래 걸리는데 혹시 방문 포장 가능하나요?,아뇨 배달 주문만 합니다
29319,너무 사이즈가 적어서 에이포 용지 크기 있나요?,여행용 아니면은 백팩은 심플한 건 힘들 것 같아요
29358,내한테 마음에 드는 브라운 색깔이 아닌데?,이게 밝은 살색도 아니고 밝은 색하고 중간이에요
29361,내피가 두껍게 있네요?,아니요 봄 신상이라서 내피가 얇은 편입니다
29452,남향인가요?,아뇨 정확히는 동남향입니다
29463,남학생하고 여학생 방이 같은가요?,아니요 여학생 남학생 방이 따로 있어요
29631,낙지는 생낙지에요?,아닙니다
29632,낙지 한 마리 순두부는 2인분 시켜야 돼요?,아니요 뚝배기에 나와서 하나씩 시켜도 돼요
29638,나중에 한 10인분 정도 주문을 하면 디씨해주는 거 있어요?,아니오
29698,나물 종류는 국산이죠?,거의 다 국산이고 소고기는 국산이 아닙니다
29704,나는 감자를 잘 안 먹는데요?,아니면 따로 구매도 가능하세요
29764,깐풍육은 닭고기로 하나요?,아니요 돼지고기입니다
29791,김치는 담그시는거예요?,아니요 가지고 오는 거죠
29825,김밥 사이즈가 좀 굵은 편인가요?,아니오 딱 보통이에요
29840,김 원장님 계신가요?,아니요 오늘은 일이 있으셔서 출근 안 하셨어요
29870,기프티콘도 세트메뉴에 사용 가능한가요?,아니오 세트 메뉴에는 기프티콘 사용이 불가능합니다
29936,기본 2샷인가요?,아니오 1샷이요
30024,금액대 낮은 걸로 보여드릴까요?,아뇨 그냥 다양하게 보여주세요
30087,근처 약국 또 없나요?,"아니요, 반대편에 있습니다."
30128,근데 이십일 버라고 하셨죠 죄송합니다. 아 네 스포티지 차량 확인됐습니다. 선생님께서 차량 소유주분 되세요.,아니요 엄마 엄마이름으로 돼 있는데 엄마 짐 옆에 타고 있어요.
30144,근데 예를 들어요 내가 이걸 하다가 질려서 판다 그럼 팔 수는 있어요?,아니요 그런데 소장의 가치는 있어요 다시 도금이 가능하니까요
30154,근데 신분증하고가 있어야 된다고요 본인꺼,아닙니다 발급하시는 분 신분증이고 이제 발급하고자하는 차량의 차량번호와 차주성함만 아시면 됩니다
30170,그카면 구청에서도 그기 그거 뭐고 이전이 돼요,어 구청에서 그 이전은 되지 않구요 그 그 차량등록하실 때는 사업소로 방문하시던지 아니면은 그 민원이십사라는 그 포털사이트가 있거든요 그쪽 사이트에서 이용 가능하시구요 구청에서는 이전하지 않아요
30174,그전에 배웠었나요?,아뇨
30186,그면 당일에 예약해야 돼요?,아니요 그 전날 얘기해야 돼요
30210,그리고 차는 선생님 그 날 가지고 오실 겁니까?,아뇨 아뇨
30244,그리고 디저트도 제공되나요?,아니요 저희 디저트는 따로 없어요
30257,그리고  이전 하실 차량 압류나 지방세 체납 있나요,아니요 없어요.
30265,그룹별 수업인가요?,아뇨 개개인이 시간에 맞춰와서 공부를 하는 거에요
30284,그렇다면 여기 있는 상품 모두가 70프로 세일 중이라는 말씀이신가요?,아니요 각 제품별로 차이가 있습니다
30294,그렇게만 있나요? 세트메뉴도 있나요 따로?,아뇨 저희는 세트메뉴 없어요 따로
30302,그렇게 하면 맛은 없나요?,아뇨 반반이라 원래 맛하고 똑같아요
30331,그럼 혹시 주차할 수 있는 공간은 있을까요?,아니요 주차 공간은 없습니다
30362,그럼 팥빙수도 불가능한가요?,아니요 팥빙수 주문 가능하세요
30418,그럼 차량번호하고 혹시 또 알아야 될게 또 있나요 주민등록번호라든가,아니요 차량번호만 선생님 구비서류만 확인하실거면 차량 번호만 확인하시고 연락주시면 방문하시는 분에 따라서 저희가 서류 확인 되어 드릴 수 있습니다.
30565,그럼 웨이브 파마로 해주시고 염색도 같이 가능한가요?,아니요 염색은 파마 후 이주 정도 뒤에 하시는 게 좋으실 것 같습니다
30621,그럼 어제 고기 드셨나요?,아니요 고기도 안 먹었어요
30655,그럼 신고 오신 신발은 쇼핑백에 넣어드릴까요?,아뇨 버려주시겠어요
30723,그럼 배달료 따로 받던데 받나요?,아뇨 똑같이 해요
30763,그럼 마음에 드는 게 있으면 주문해도 돼요?,아니에요 물건이 들어올 때만 있어요
30820,그럼 나가서 필 때 시간은 그냥 계속 가나요?,잠깐이면 그냥 두셔도 되고 아니면 일시정지하시면 시간이 멈춥니다
30963,그런데 세금 같은 혜택을 받으셨습니까? 기존 차량으루요,아니요
30984,그러시면 제가 전화번호를 안내해 드릴께요 정확한 금액은 담당자통해서 확인 부탁드리구요 차주분이 예 직접 오실 계획이십니까,아니요 아니요 다른
31059,그러면 현대카드도 할인돼요?,고객님 할인이 아니라 포인트 차감됩니다
31156,그러면 자동차등록증 그리고 지금 번호판 앞뒤판 다 바꾸실거예요,아니요 앞에만요 페인트가 묻어갓고
31159,그러면 일단은 계기판에 주행 그 계량기 검침에 숫자 확인하셨습니까?,아니요 그런 건 확인 하나도 안했는데
31270,그러면 샐러드는 한 가지 있나요?,아뇨 갈릭 드레싱 샐러드와 오리엔탈 드레싱 샐러드 두 가지 있어요
31282,그러면 불고기 피자에는 토핑을 더 추가할 수 있나요?,아니요
31287,그러면 배우자하고는 신분증 인감에는 제 이름이 드가야 되나요,아니요 배우자님은 그냥 인감증명서입니다.
31290,그러면 배달비는 따로 드려야 돼요?,아니요 그런 거 없어요
31361,그러면 꼭대기네요?,"아니요, 그 위로 더 있고 아니면 근처에 월성 #주소#가 이억 칠천만 원이고요"
31415,그러면 40평 후반대는 있어요?,아니요 강변 쪽으로는 45평이랑 47평 매물이 없습니다
31507,그라믄 거기가 저 어딘데예 북부예,우선은 번호판 업무 가능한 사업소가 지금 만촌동 쪽에 차량등록사업소 있고요 아니시면은 성서이복동 쪽에 서구 본사에도 업무가능하고요
31543,그냥 차에 들어가는 휘발유?,휘발유가 아닙니다
31550,그냥 일회용기에 담아주시면 안돼요?,저희가 원래는 안되거든요 정해진 용기가 아니라서요
31577,그냥 마스크는?,꼭 황사 아니더라도 기본 마스크 써도 됩니다
31608,그게 여권용 사진이 반명함판을 말하는 건가요,아니요 그냥 여권용 사진이라고 따로 있습니다
31704,그거 두 개뿐이에요?,아니요 다른 거도 있어요
31715,그 판매하시는 분 말씀하시는 거예요,아뇨 아뇨 그 상사 쪽으로 매입을 하는데
31729,그 차량등록 관련해서요 그 제가 이제 어른이 예 장애인이고 면세 해당이 되셔서 장애인 차를 타시거든예 그럼 이제 저희가 이제 등록을 할때 공동명의로 예 할려고 하는데 이제 제가 어른하고 같 등본상에 같이 돼있지는 않거든예 그래도 머 공동명의로 하는데는 문제가 없는가예,그런 경우는 본인세대가 아니면 등록자체가 불가합니다
31732,그 차량 이전된지 확인 좀 할려고 그러는데요,저희가 인제 저희같은 경우에는 그 차 번호랑 소유자 성함이랑 주행번호로 조회를 하는데 제가 선생님 차량조회 성함조회를 해 보니까 불일치가 뜨거든요 그 말은 인제 더 이상 선생님 차량 소유자가 아니라는 뜻입니다.
31752,그 죄송한데 혹시 발급 기간 있잖아요 발급 나오는 기간이요 그게 시청이 더 빠르지 않나요,아닙니다. 선생님 저희는 외교부업무를 사무대행하고 있기 때문에 시청과 구청 동일한 시간이 걸립니다.
31924,그 구비서류는 두 분 같이 방문하시는 겁니까?,아뇨 저 제가 저만 방문할거에
31965,귀걸이와 함께 구매 시 할인 혜택은 있나요?,아니오 다만 보관 케이스를 행사로 드리고 있습니다
31979,귀걸이 착용해볼 수 있어요?,아니오 구매 전 착용은 안 되십니다
31980,귀걸이 착용해볼 수 있나요?,아니오 귀에 대보는 것만 가능하세요
31988,귀걸이 세일하나요?,아니요 귀걸이 세일 안 해요
31996,귀 안 뚫고 할 수 있는 이렇게 무는 건 없어요?,있는데 루비 칼라는 아니에요
31998,권리금이 있는 쪽이 좋으신가요?,아뇨 권리금은 없는 쪽이 좋아요
32004,권리금은 있나요?,아뇨 없습니다
32085,국가유공자로 감면받으시는 부분이 있으십니까?,아니요 없어요.
32090,국가유공자 감면 받으시는 건 아니신가요,아니요 그런 건 없는데요
32095,구청이라도 돼고 시청에 가도 되는데 그 시청가는 게 제일 빠르겠네요 ,아니요 아닙니다. 발급 기한은 동일하구요 가까운 곳이 있으시다면 방문하시면 됩니다
32097,구청은 발급시간은 시청과 틀리다 아닙니까?,아니요 동일합니다.
32173,교직원 공제 회원이세요?,교직원 공제 회원 아니에요
32182,교재를 한 번 보여드릴까요?,아뇨 괜찮아요
32184,교재는 출판사에서 나오는 교재를 쓰나요?,아니오 초등부 같은 경우는 한솔수학 씁니다
32229,광어회도 있나요?,아니요 재료가 다 떨어졌어요
32241,관절염에 쓰는 글루코사민하고 콘드로이친 복합된 영양제 있어요?,아뇨 그 영양제 없습니다
32269,관리비 포함인가요?,아뇨 관리비는 따로 있습니다. 
32318,과일주스는 생과일인가요?,아니요 냉동이에요
32321,과식하셨나요?,아니요 적당히 먹었어요
32355,공차 적립하시나요?,아니요 적립 안해요
32364,공용에 차 대면 여기서 쿠폰을 주시는 거예요?,아니요 무료입니다
32382,공동명의로 하시는데 양도인 양수인 두분 다 못오시는 건가요,아니오 양수인은 가야 하고요 양도인이 못가는 거죠
32383,공동명의로 하기로 원하신다고 하셨는데 두 분 중에 장애 혜택 받고 계신분 있으신가요?,아 없어요.
32405,곱슬머리세요?,아니요 직모입니다
32473,고무줄 같은거는 없어요?,아니요 그런 거는 없어요
32475,고맙습니다. 혹시 대표자님께서 직접 오시진 않으시지요,아니요 위임장 있어야 돼요
32486,고래가지고 네 면제받으면 일년타야 일년타고 팔아야 환급안하죠,아니요 그 저공해 차량에 대해서는 상관없어요
32491,고등학생이 신어도 돼요?,고등학생이 좋아하는 스타일은 아니에요
32509,고등학교 수준으로 하는 건 없나요?,고등학생 레벨로 하는 건 아니에요
32520,고깃집을 하고 싶은데 주위에 많이 있나요?,"아니요, 한 군데 정도 있습니다."
32566,고객님이 입으실 건가요?,아니요
32569,고객님은 단 거 좋아하시나요?,아니요
32620,계좌 이체로는 계산 가능한가요?,아니요 계좌이체로도 계산은 안 됩니다
32690,계산은 혹시 카드도 가능한가요?,아니요 카드는 안 됩니다
32702,계산은 카드로도 가능한가요?,아니요 카드는 다른 당구장도 안될 거에요
32709,계산은 카드로도 가능 한가요?,아니요 카드는 따로 안 되시고 현금이랑 계좌이체만 가능합니다
32730,계산은 선불인가요?,아니요 후불입니다
32731,계산은 선불로 하시겠습니까,아니요 게임 끝나고 한 번에 할게요
32763,계란말이에 독특한 맛이 나는데 그게 일본식이에요?,계란말이는 저희가 하는 게 아니고 들어오는 제품인데 제가 먹기에 좀 달긴 하더라구요
32797,결제해드릴까요?,아니요 조금만 더 둘러보고 올게요
32912,겨울에 신기에는 이 신발이 낫고 봄 되면은 이 앞 트인 신발이 낫네,"아니요, 우리 신발은 사계절 신기 다 좋아요"
32927,겨울 거는 세일하시는 거 있으세요?,아니요 겨울 거는 반품했어요
32992,검은 로퍼요?,아뇨 그 옆에 흰 슬리퍼요
33025,거실에 있는 커튼인가요?,아니요 안방 커튼이요
33147,갱년기 약 먹으면 부작용이 있다거나 그렇진 않아요?,약국에서 쓰는 갱년기 제품들은 호르몬제는 아니고 다 생약으로 만든 거기 때문에 안전해요
33189,개인간 중고차를 이렇게 주고 받는 상황이신 거예요 선생님,아뇨 애기아빠하고 저하고 공동명의로 되어 있는데요 여러 가지로 그 공동명의가 불편하더라고요 그래서 제 앞으로 바꿀려구요
33193,개인 큐대 사용 가능한가요?,아니요
33200,개인 대 개인간 거래고 일반 승용차고 번호판 색깔은 흰색입니까?,아니요 검은색입니다.
33208,개별로?,"아니요, 천장에 달려 있어요"
33227,같은 층으로 해서 방 2개 있을까요?,바로 옆방만 아니면 드릴 수 있어요
33281,감사합니다. 뭐 공동명의 하시는 부분은 아니시죠,아뇨 아뇨 아뇨 공동명의로 안 합니다.
33317,간제비는 뭐죠? 가자미에요?,가자미가 아니고 간제비라는 게 있어요
33327,간식은 나오나요?,아뇨 따로 없어요
33380,가죽이면 가격이 비싸겠네?,아니요 수입인데 10만 원에 싸게 팔아요
33427,가져 오시면 일단은 그 그리고 이제 본인께서 오시는 거 맞으시죠,아니요 상사에서 대행해 갑니다.
33470,가방이 너무 예쁜 게 있어갖고 마감하셨어예?,아니요 손님이 없을 거 같아서 정리하고 있었어요
33475,가방은 이게 다라예?,아뇨 이 앞에 다 있어요
33486,가방도 수선이 가능한가요?,아니요 저희는 가죽용 미싱이 없어서 가방수선집에 가야 돼요
33598,가격이 내린겁니까?,아니요 가격이 내린 것은 아닙니다
33731,가격대는 적혀있는 게 다예요 가격대는 두 가지 종류?,아니 이게 햄버거만이고 이게 세트메뉴입니다
33756,가격 차이는 많이 나나요?,아니요 둘 다 비슷한 가격대입니다
33769,가게가 10년이나 됐어요?,아뇨 저희는 2015년도에 개업했습니다
33785,가게 가면 보통 사오만 원 대에요?,아뇨 이십만 원대도 있어요
33800,skt할인 되고 쿠폰해드릴까요?,아니요 괜찮습니다
33806,PDF 뷰어가 필요한데 컴퓨터에 설치되어있나요?,아니요 필요하시면 체험판을 설치해드릴게요
33838,FPS 전용좌석이 별도로 조성되어있나요?,아니오 별도로 지정되어있지 않습니다
33868,A감기약이 종합 감기약이에요?,A감기약이 종합은 아니고 기침 감기 전용 제품이에요
33943,66도 있어요?,아뇨 그건 재고가 없어요
33992,5개 문제집을 다 같이 나가나요?,아뇨 한 권 끝나고 다음 거 하고요
34092,47평대에 베란다가 기역자로 되어있는 구조도 있어요?,아니요 그런 구조는 58평입니다
34123,3월 30일 맞으신가요?,아니요 3월 23일이요
34159,3구 치려고 하는데 대 다이 있어요?,아니요 3구는 되지만 대 다이는 없습니다
34275,290사이즈 나오나요?,"아니요, 280까지 나옵니다."
34294,24시 체인인가요?,일반 국수 체인점이 아니고 어탕국수
34295,245 있나요?,아니요 십 단위로 있습니다
34317,225가 맞네요 좀 큰거 신어야 돼요?,아니요 제가 볼 때는 사이즈는 이거 하시는 게 나을 거 같은데요
34318,220 사이즈 있나요?,아니요 현재는 없습니다. 
34519,////// 당사자 //// 당사자 당사자 둘중에 한명은 꼭 가야 되나요,아 아닙니다. 제 삼자가 오셔도 상관은 없는데 서류가 이제 좀 달라지는 부분이 있어서요
34550,#주소#요?,"아뇨, #주소#"
34576,#주소#는 전세 전혀 없죠?,그건 우리쪽에 이야기하실 게 아니라 아파트 앞에 가서 이야기하셔야해요
34591,#주소#나 #주소# 쪽으로는 없어요?,#주소#은 작은 평수밖에 없고 아니면 사십구 평 밖에 없어요
34683,#주소# 강 쪽으로 40평 초반대 있어요?,아니요 강 쪽으로 40평 초반대는 없습니다
34711, 혹시 차량번호를 말씀을 해 주시면은 제가 그 차량에 대해서 과표금액 기준으로 이전비를 확인을 해 드릴 수가 있는데요 혹시 차량번호 확인가능할까요,아뇨 차량번호를 지금 모르는데요
34712, 혹시 그 공동명의 하시려는 이유가 장애인 감면 받으시려고 하시는건가요,아니요 그런 건 없는데요
34734,   그리고 혹시 양도인 분 인감 도장을 받아 오셨습니까?,아니요
